file, cpu, mem(GBs), io(GB), vmem(M), maxvmem(M), nproc, time(s), inputfilesize(B)
SKNSH_r5e7_s42_HINT.qsub.sh.o830038, 03:20:16, 16859.11269, 572.07940, 1.206G, 2.949G, 1, 13081, 6531763453
HEPG2_r5e8_s31_HINT.qsub.sh.o829985, 09:23:39, 60704.93735, 2827.41484, 1.289G, 3.021G, 1, 35408, 54282329735
HEPG2_r5e8_s59_HINT.qsub.sh.o829986, 10:05:02, 65412.26808, 2825.12822, 1.257G, 2.927G, 1, 38790, 54281718354
K562_r5e6_s44_HINT.qsub.sh.o829998, 01:54:00, 5913.60797, 58.06663, 718.273M, 2.029G, 1, 7426, 857428948
MCF7_r5e8_s83_HINT.qsub.sh.o830023, 09:12:59, 52582.03744, 2378.55949, 1.111G, 2.526G, 1, 34453, 53805428378
K562_r5e6_s42_HINT.qsub.sh.o829997, 01:37:56, 5038.26442, 56.13258, 718.102M, 1.956G, 1, 6617, 857255447
K562_r1e6_s37_HINT.qsub.sh.o829988, 01:17:13, 3239.17233, 11.28210, 353.785M, 1.112G, 1, 4921, 204909063
MCF7_r5e7_s57_HINT.qsub.sh.o830019, 03:16:53, 14821.86947, 510.35914, 1.078G, 2.686G, 1, 12878, 6615043235
GM12878_r1e7_s65_HINT.qsub.sh.o829957, 02:02:42, 7271.23676, 136.55185, 844.090M, 2.260G, 1, 8057, 1441674868
K562_r1e7_s24_HINT.qsub.sh.o829992, 02:42:29, 10249.37829, 153.94615, 939.621M, 2.493G, 1, 10685, 1625819168
HEPG2_r5e7_s39_HINT.qsub.sh.o829982, 03:40:24, 19002.71224, 567.15261, 1.222G, 3.138G, 1, 14443, 6575352432
GM12878_r5e7_s72_HINT.qsub.sh.o829965, 03:07:04, 16741.53758, 600.75143, 1.259G, 3.169G, 1, 12321, 6374086998
GM12878_r1e8_s77_HINT.qsub.sh.o829959, 04:07:40, 25772.68860, 965.85461, 1.393G, 3.331G, 1, 16082, 12090661778
GM12878_r5e7_s79_HINT.qsub.sh.o829966, 03:37:03, 19261.25509, 624.18959, 1.273G, 3.135G, 1, 14104, 6371996040
GM12878_r1e8_s87_HINT.qsub.sh.o829960, 04:25:29, 27316.74965, 968.51208, 1.361G, 3.213G, 1, 17291, 12091833251
HEPG2_r5e7_s76_HINT.qsub.sh.o829983, 03:17:52, 17303.30137, 574.68415, 1.256G, 3.117G, 1, 13030, 6575884105
SKNSH_r1e8_s21_HINT.qsub.sh.o830030, 04:13:58, 24094.48152, 874.73062, 1.297G, 3.132G, 1, 16516, 12404011941
GM12878_r1e6_s46_HINT.qsub.sh.o829953, 01:39:27, 4009.53239, 11.61719, 315.434M, 1.146G, 1, 6244, 188090336
K562_r1e8_s70_HINT.qsub.sh.o829996, 04:18:20, 28717.48880, 1013.56589, 1.075G, 3.545G, 1, 16969, 13803088092
SKNSH_r1e6_s20_HINT.qsub.sh.o830025, 01:28:20, 3331.88538, 10.67821, 334.992M, 1.021G, 1, 5629, 191884703
GM12878_r1e6_s83_HINT.qsub.sh.o829954, 01:40:04, 4044.18635, 11.61292, 346.934M, 1.144G, 1, 6328, 188131856
SKNSH_r5e8_s69_HINT.qsub.sh.o1003810, 11:49:51, 73329.98499, 2951.24362, 1.215G, 2.919G, 1, 44991, 55194272429
MCF7_r5e6_s16_HINT.qsub.sh.o830015, 01:53:14, 4996.30555, 40.60484, 638.008M, 1.776G, 1, 7523, 797845528
K562_r5e8_s71_HINT.qsub.sh.o830004, 11:06:31, 77551.66597, 3335.01431, 1.342G, 3.161G, 1, 43459, 62685687555
SKNSH_r1e8_s71_HINT.qsub.sh.o830032, 03:42:33, 21537.22104, 873.45329, 1.298G, 3.114G, 1, 14522, 12407657241
K562_r1e8_s68_HINT.qsub.sh.o829995, 04:57:54, 33242.09176, 1010.78386, 1.476G, 3.543G, 1, 19131, 13811467968
SKNSH_r5e6_s7_HINT.qsub.sh.o830035, 01:38:45, 4680.02806, 48.25423, 606.547M, 1.715G, 1, 6521, 790157007
GM12878_r5e7_s20_HINT.qsub.sh.o829964, 03:46:40, 20187.17846, 617.84371, 1.274G, 3.199G, 1, 14825, 6372452554
GM12878_r1e6_s18_HINT.qsub.sh.o829952, 01:13:13, 2973.86514, 11.55068, 346.992M, 1.147G, 1, 4759, 188430334
MCF7_r1e6_s67_HINT.qsub.sh.o830006, 00:59:35, 2081.71612, 11.94838, 357.590M, 1002.660M, 1, 3877, 189668131
K562_r1e7_s12_HINT.qsub.sh.o829991, 02:28:49, 9261.92323, 139.39914, 939.574M, 2.464G, 1, 9799, 1626340408
SKNSH_r1e7_s84_HINT.qsub.sh.o830029, 01:53:54, 6150.86616, 129.22804, 804.379M, 2.041G, 1, 7534, 1484679326
HEPG2_r1e8_s92_HINT.qsub.sh.o829978, 04:14:04, 24592.94445, 855.26871, 1.313G, 3.191G, 1, 16516, 12516340420
GM12878_r5e6_s30_HINT.qsub.sh.o829961, 01:38:32, 4750.03572, 44.48330, 630.613M, 1.721G, 1, 6445, 765181437
MCF7_r1e7_s24_HINT.qsub.sh.o830009, 02:04:34, 6467.84756, 96.71412, 795.391M, 2.081G, 1, 8375, 1505257071
SKNSH_r1e7_s34_HINT.qsub.sh.o830028, 01:51:23, 6040.81493, 127.76882, 804.453M, 2.039G, 1, 7490, 1482997785
SKNSH_r5e8_s32_HINT.qsub.sh.o1003809, 11:57:39, 74979.00598, 2956.37258, 1.248G, 2.864G, 1, 47147, 55208236294
MCF7_r1e8_s17_HINT.qsub.sh.o830012, 04:27:06, 22571.74091, 741.85079, 1.115G, 2.703G, 1, 17192, 12488315808
SKNSH_r5e7_s36_HINT.qsub.sh.o830036, 03:29:17, 17777.13426, 577.99362, 1.171G, 2.898G, 1, 13530, 6530954981
K562_r5e7_s87_HINT.qsub.sh.o830002, 03:24:54, 20882.00068, 705.05234, 1.444G, 3.511G, 1, 13423, 7235451988
HEPG2_r5e6_s21_HINT.qsub.sh.o829979, 01:35:23, 4823.70155, 45.97696, 714.801M, 1.921G, 1, 6369, 773397165
SKNSH_r5e7_s41_HINT.qsub.sh.o830037, 02:46:55, 14194.14472, 590.00412, 1.205G, 2.834G, 1, 11085, 6535037840
SKNSH_r1e6_s18_HINT.qsub.sh.o830024, 01:19:34, 3127.45639, 10.63349, 336.051M, 1016.434M, 1, 5002, 192461845
MCF7_r5e8_s11_HINT.qsub.sh.o830021, 11:35:30, 64234.22408, 2378.85486, 1.110G, 2.527G, 1, 44975, 53804053203
MCF7_r5e6_s92_HINT.qsub.sh.o830017, 01:46:44, 4709.43728, 36.96588, 637.383M, 1.721G, 1, 7125, 797775698
K562_r5e8_s63_HINT.qsub.sh.o830003, 10:52:57, 73915.36254, 3340.42023, 1.344G, 3.127G, 1, 42436, 62682052252
MCF7_r1e8_s88_HINT.qsub.sh.o830013, 04:28:43, 22752.53411, 742.79505, 1.148G, 2.657G, 1, 17352, 12483084415
K562_r5e6_s88_HINT.qsub.sh.o829999, 02:28:36, 7907.03782, 55.35787, 719.133M, 2.075G, 1, 9727, 858350193
GM12878_r1e7_s61_HINT.qsub.sh.o829956, 02:21:31, 8174.81007, 139.06600, 812.238M, 2.251G, 1, 9384, 1443481902
HEPG2_r1e8_s65_HINT.qsub.sh.o829976, 03:40:34, 21438.18561, 856.47831, 1.312G, 3.089G, 1, 14236, 12520154513
GM12878_r5e8_s57_HINT.qsub.sh.o829969, 13:18:51, 91228.19602, 3037.71371, 1.402G, 3.269G, 1, 49735, 51406375151
SKNSH_r5e6_s25_HINT.qsub.sh.o830033, 01:25:31, 4090.13269, 55.08601, 637.969M, 1.759G, 1, 5612, 790637835
GM12878_r1e7_s1_HINT.qsub.sh.o829955, 02:22:49, 8063.61890, 138.80310, 843.797M, 2.276G, 1, 9387, 1442256942
GM12878_r5e6_s66_HINT.qsub.sh.o829963, 02:27:52, 7405.03479, 53.59853, 661.207M, 1.858G, 1, 9509, 765088136
MCF7_r5e7_s21_HINT.qsub.sh.o830018, 03:23:11, 15628.57859, 487.57679, 1.079G, 2.679G, 1, 13353, 6613308457
MCF7_r5e8_s38_MACS3.qsub.sh.o854601, 00:38:13, 2760.83030, 59.13962, 3.055G, 3.705G, 5, 2522, 1187918
K562_r5e7_s35_MACS3.qsub.sh.o854579, 00:05:05, 69.77184, 8.39647, 1.216G, 1.224G, 5, 356, 650029
GM12878_r5e7_s72_MACS3.qsub.sh.o872229, 00:06:32, 98.27797, 7.79902, 1.103G, 1.245G, 5, 429, 1111178
SKNSH_r5e6_s25_MACS3.qsub.sh.o872208, 00:01:27, 12.40926, 1.01728, 872.961M, 873.258M, 5, 104, 1048391
HEPG2_r1e6_s9_MACS3.qsub.sh.o872198, 00:00:31, 5.90207, 0.25608, 834.297M, 837.566M, 5, 48, 961758
MCF7_r1e8_s17_MACS3.qsub.sh.o854591, 00:11:10, 244.08068, 14.75792, 1.470G, 1.522G, 5, 729, 880658
MCF7_r5e8_s11_MACS3.qsub.sh.o854600, 00:50:33, 3600.86347, 59.33122, 2.977G, 4.077G, 5, 3188, 1218767
SKNSH_r1e6_s68_MACS3.qsub.sh.o872206, 00:00:16, 4.29396, 0.25425, 830.363M, 830.363M, 5, 39, 1020356
K562_r5e8_s71_MACS3.qsub.sh.o854583, 00:54:32, 4154.26462, 139.65760, 6.048G, 6.048G, 5, 3445, 1228340
K562_r1e6_s95_MACS3.qsub.sh.o872203, 00:00:07, 2.73730, 0.05658, 654.164M, 654.164M, 5, 38, 943129
GM12878_r1e6_s83_MACS3.qsub.sh.o872217, 00:00:18, 5.32453, 0.23577, 829.199M, 830.418M, 5, 48, 1028895
K562_r1e8_s70_MACS3.qsub.sh.o854575, 00:10:49, 236.13609, 16.16743, 1.493G, 1.749G, 5, 731, 883304
GM12878_r5e8_s14_MACS3.qsub.sh.o872231, 00:38:30, 2891.20623, 113.22277, 850.004M, 3.811G, 5, 2436, 1225322
GM12878_r5e7_s79_MACS3.qsub.sh.o872230, 00:05:33, 82.13346, 7.71104, 1.115G, 1.233G, 5, 363, 1125676
HEPG2_r1e7_s61_MACS3.qsub.sh.o854552, 00:01:16, 9.14586, 1.71395, 876.469M, 886.906M, 5, 119, 244635
SKNSH_r1e6_s20_MACS3.qsub.sh.o872205, 00:00:34, 6.29434, 0.27036, 834.070M, 834.070M, 5, 49, 963997
HEPG2_r5e7_s39_MACS3.qsub.sh.o854561, 00:05:50, 85.07976, 7.82355, 1.151G, 1.207G, 5, 404, 316784
GM12878_r5e8_s57_MACS3.qsub.sh.o872233, 00:38:50, 2865.96677, 113.23066, 3.802G, 5.617G, 5, 2425, 1220810
GM12878_r5e8_s15_MACS3.qsub.sh.o872232, 00:38:21, 2903.16053, 113.21887, 843.836M, 3.657G, 5, 2432, 1223066
K562_r1e6_s37_MACS3.qsub.sh.o872201, 00:00:17, 5.21159, 0.23319, 823.785M, 827.816M, 5, 44, 952683
K562_r5e7_s68_MACS3.qsub.sh.o854580, 00:06:22, 100.19462, 17.20272, 893.988M, 5.249G, 5, 404, 677447
HEPG2_r5e7_s95_MACS3.qsub.sh.o854563, 00:05:27, 77.65566, 7.72263, 1.099G, 1.210G, 5, 380, 664036
MCF7_r1e7_s24_MACS3.qsub.sh.o854588, 00:01:51, 14.78321, 1.86737, 904.984M, 908.840M, 5, 140, 534004
SKNSH_r1e8_s21_MACS3.qsub.sh.o854610, 00:08:44, 199.58690, 14.86486, 1.333G, 1.536G, 5, 591, 966816
MCF7_r5e6_s85_MACS3.qsub.sh.o854595, 00:01:02, 8.00103, 1.02799, 864.379M, 864.379M, 5, 83, 474264
K562_r5e8_s8_MACS3.qsub.sh.o854584, 00:52:40, 4137.90947, 138.25511, 2.130G, 6.643G, 5, 3248, 1223551
SKNSH_r5e7_s42_MACS3.qsub.sh.o854618, 00:05:01, 78.43825, 15.98947, 5.042G, 5.042G, 5, 329, 895893
K562_r1e7_s6_MACS3.qsub.sh.o854572, 00:01:34, 12.84430, 1.97644, 915.617M, 927.840M, 5, 116, 508238
SKNSH_r5e8_s32_MACS3.qsub.sh.o1003816, 00:47:15, 3610.82051, 61.88115, 2.964G, 3.960G, 5, 3025, 1336079
HEPG2_r1e7_s79_MACS3.qsub.sh.o854554, 00:01:51, 14.71287, 1.76227, 894.535M, 929.477M, 5, 149, 256908
MCF7_r1e7_s84_MACS3.qsub.sh.o854590, 00:02:08, 16.02218, 1.91660, 890.238M, 892.047M, 5, 146, 544735
K562_r5e6_s44_MACS3.qsub.sh.o854577, 00:00:47, 6.63507, 1.02819, 856.906M, 871.680M, 5, 74, 465336
K562_r1e7_s12_MACS3.qsub.sh.o854570, 00:01:40, 13.46058, 1.94963, 914.812M, 926.301M, 5, 129, 520836
MCF7_r5e7_s57_MACS3.qsub.sh.o854598, 00:06:16, 90.96472, 7.93368, 1.141G, 1.226G, 5, 420, 690867
HEPG2_r5e6_s92_MACS3.qsub.sh.o854560, 00:01:22, 10.04423, 0.99018, 846.520M, 851.082M, 5, 101, 231477
GM12878_r5e6_s66_MACS3.qsub.sh.o872226, 00:01:41, 13.51182, 0.95332, 865.562M, 865.562M, 5, 133, 1063559
MCF7_r1e7_s81_MACS3.qsub.sh.o854589, 00:02:05, 16.73641, 1.86769, 912.559M, 915.465M, 5, 149, 549498
K562_r1e6_s63_MACS3.qsub.sh.o872202, 00:00:06, 1.21321, 0.04313, 397.430M, 397.430M, 5, 48, 959740
MCF7_r1e8_s88_MACS3.qsub.sh.o854592, 00:09:35, 213.25040, 14.86619, 1.429G, 1.489G, 5, 632, 834739
MCF7_r1e6_s75_MACS3.qsub.sh.o872197, 00:00:37, 5.92808, 0.27670, 833.645M, 833.645M, 5, 47, 956100
GM12878_r1e8_s5_MACS3.qsub.sh.o872221, 00:08:55, 196.14956, 14.67323, 1.310G, 1.622G, 5, 594, 1130672
SKNSH_r5e7_s41_MACS3.qsub.sh.o854617, 00:06:36, 118.15475, 16.25636, 4.633G, 5.537G, 5, 403, 921401
HEPG2_r1e7_s62_MACS3.qsub.sh.o854553, 00:01:49, 14.90779, 1.75792, 891.102M, 926.016M, 5, 149, 259749
MCF7_r1e8_s97_MACS3.qsub.sh.o854593, 00:10:57, 246.54533, 14.82030, 1.416G, 1.473G, 5, 706, 868418
K562_r1e8_s68_MACS3.qsub.sh.o854574, 00:09:32, 209.88613, 16.35374, 1.267G, 1.513G, 5, 637, 839486
GM12878_r1e7_s61_MACS3.qsub.sh.o872219, 00:01:40, 14.61077, 3.66319, 4.708G, 4.708G, 5, 112, 1056477
HEPG2_r5e6_s55_MACS3.qsub.sh.o854559, 00:01:17, 9.54797, 0.99692, 850.133M, 870.348M, 5, 95, 217345
SKNSH_r1e7_s33_MACS3.qsub.sh.o854607, 00:01:27, 12.22110, 1.88950, 932.656M, 932.656M, 5, 106, 797744
HEPG2_r1e8_s92_MACS3.qsub.sh.o854557, 00:11:58, 285.11972, 15.12548, 1.384G, 1.534G, 5, 766, 637020
K562_r5e8_s63_MACS3.qsub.sh.o854582, 00:46:03, 3517.13406, 138.24320, 2.119G, 6.616G, 5, 2893, 1213904
HEPG2_r1e6_s75_MACS3.qsub.sh.o872199, 00:00:41, 7.24261, 0.25740, 833.406M, 833.406M, 5, 68, 969662
HEPG2_r5e8_s59_MACS3.qsub.sh.o854565, 00:41:00, 3112.40876, 119.93615, 4.112G, 6.294G, 5, 2665, 1202448
MCF7_r5e8_s83_MACS3.qsub.sh.o854602, 00:45:33, 3311.94684, 119.15701, 837.094M, 3.546G, 5, 2869, 1209783
SKNSH_r5e6_s7_MACS3.qsub.sh.o872209, 00:01:07, 10.03944, 0.96075, 857.293M, 869.113M, 5, 105, 1050412
HEPG2_r5e8_s31_MACS3.qsub.sh.o854564, 00:36:16, 2687.40089, 118.81109, 978.402M, 3.820G, 5, 2386, 1179740
SKNSH_r1e7_s34_MACS3.qsub.sh.o872207, 00:01:06, 9.38668, 1.71381, 904.527M, 925.523M, 5, 111, 1054454
GM12878_r5e7_s20_MACS3.qsub.sh.o872227, 00:06:17, 92.41447, 7.60828, 1.193G, 1.206G, 5, 424, 1108488
SKNSH_r5e7_s36_MACS3.qsub.sh.o854616, 00:04:44, 66.80437, 7.69619, 1.193G, 1.236G, 5, 344, 904324
GM12878_r5e6_s50_MACS3.qsub.sh.o872225, 00:01:30, 14.62714, 1.99112, 3.109G, 4.626G, 5, 97, 1044422
GM12878_r1e6_s18_MACS3.qsub.sh.o872215, 00:00:16, 3.94606, 0.25209, 829.449M, 832.148M, 5, 36, 1018116
HEPG2_r1e6_s44_MACS3.qsub.sh.o872200, 00:00:32, 7.35933, 0.24875, 832.840M, 839.438M, 5, 60, 966830
MCF7_r5e7_s81_MACS3.qsub.sh.o854599, 00:05:49, 77.76864, 7.66035, 1.157G, 1.230G, 5, 416, 686778
K562_r1e8_s19_MACS3.qsub.sh.o854573, 00:09:43, 209.44188, 16.08556, 1.488G, 1.700G, 5, 671, 852793
MCF7_r5e7_s21_MACS3.qsub.sh.o854597, 00:06:26, 93.81223, 7.75242, 1.186G, 1.227G, 5, 444, 708258
K562_r5e6_s88_MACS3.qsub.sh.o854578, 00:01:01, 9.23381, 1.02910, 873.121M, 873.121M, 5, 89, 486781
MCF7_r5e6_s92_MACS3.qsub.sh.o854596, 00:01:48, 14.03938, 1.02043, 875.352M, 875.352M, 5, 129, 524354
GM12878_r1e8_s77_MACS3.qsub.sh.o872222, 00:10:58, 250.87576, 14.62054, 1.382G, 1.717G, 5, 710, 1141944
K562_r5e7_s87_MACS3.qsub.sh.o854581, 00:05:42, 81.71148, 8.53896, 1.156G, 1.227G, 5, 383, 666978
K562_r5e6_s42_MACS3.qsub.sh.o854576, 00:00:54, 7.55273, 1.02146, 854.891M, 870.086M, 5, 87, 480828
SKNSH_r5e8_s14_MACS3.qsub.sh.o1003814, 00:47:27, 3689.12688, 61.86832, 2.961G, 3.941G, 5, 3044, 1333231
HEPG2_r1e8_s66_MACS3.qsub.sh.o854556, 00:11:23, 258.57139, 15.12629, 1.285G, 1.494G, 5, 733, 622613
HEPG2_r5e7_s76_MACS3.qsub.sh.o854562, 00:05:27, 87.79414, 16.16060, 1.825G, 5.350G, 5, 348, 643294
K562_r1e7_s24_MACS3.qsub.sh.o854571, 00:01:10, 8.95718, 1.86179, 906.898M, 927.984M, 5, 109, 501633
MCF7_r5e6_s16_MACS3.qsub.sh.o872195, 00:00:47, 6.57651, 0.97063, 870.875M, 870.875M, 5, 79, 972495
GM12878_r1e7_s1_MACS3.qsub.sh.o872218, 00:01:26, 11.48553, 1.71070, 901.008M, 917.469M, 5, 130, 1061308
HEPG2_r5e8_s9_MACS3.qsub.sh.o854566, 00:39:53, 3022.92085, 59.83547, 2.867G, 3.957G, 5, 2621, 1195999
HEPG2_r1e8_s65_MACS3.qsub.sh.o854555, 00:10:05, 227.96245, 14.76082, 1.455G, 1.589G, 5, 672, 593371
GM12878_r5e6_s30_MACS3.qsub.sh.o872224, 00:01:31, 15.82729, 1.99979, 1.559G, 4.648G, 5, 96, 1042085
MCF7_r1e6_s89_MACS3.qsub.sh.o872196, 00:00:04, 0.89902, 0.04410, 414.840M, 414.840M, 5, 44, 950665
SKNSH_r1e8_s66_MACS3.qsub.sh.o854611, 00:11:11, 280.77357, 30.52618, 1.811G, 5.610G, 5, 686, 990618
HEPG2_r5e6_s21_MACS3.qsub.sh.o854558, 00:01:10, 9.48622, 0.93141, 866.602M, 866.602M, 5, 113, 238576
SKNSH_r1e7_s84_MACS3.qsub.sh.o854609, 00:01:40, 13.89517, 1.86045, 908.652M, 926.371M, 5, 126, 810645
SKNSH_r5e8_s69_MACS3.qsub.sh.o1003817, 00:47:16, 3654.00455, 61.86193, 2.980G, 4.031G, 5, 3022, 1339005
GM12878_r1e7_s65_MACS3.qsub.sh.o872220, 00:01:56, 16.66830, 1.82146, 921.793M, 922.930M, 5, 141, 1067102
SKNSH_r1e8_s71_MACS3.qsub.sh.o854612, 00:08:32, 190.95751, 15.00258, 1.473G, 1.547G, 5, 591, 968836
GM12878_r1e6_s46_MACS3.qsub.sh.o872216, 00:00:21, 4.33794, 0.26311, 831.258M, 831.258M, 5, 35, 1014411
MCF7_r1e6_s67_MACS3.qsub.sh.o854585, 00:00:11, 4.54564, 0.07740, 818.738M, 818.738M, 5, 47, 438609
GM12878_r1e8_s87_MACS3.qsub.sh.o872223, 00:10:11, 229.95372, 14.55844, 1.264G, 1.526G, 5, 654, 1136466
SKNSH_r5e6_s75_MACS3.qsub.sh.o854614, 00:01:05, 8.59201, 0.98472, 870.188M, 870.188M, 5, 90, 786741
SKNSH_r1e6_s18_MACS3.qsub.sh.o872204, 00:00:05, 1.54896, 0.04906, 530.605M, 530.605M, 5, 41, 946951
HEPG2_f005_s1_PWM.qsub.sh.o945639, 02:17:00, 394173.64160, 40.95695, 119.081G, 124.364G, 1, 8553, 27325720
GM12878_f005_s40_PWM.qsub.sh.o945622, 04:08:58, 1359295.28735, 52.93532, 223.529G, 236.299G, 1, 15392, 35727967
MCF7_f035_s34_PWM.qsub.sh.o1694558, 02:28:59, 393446.37049, 33.37390, 106.067G, 106.567G, 1, 9104, 21557185
MCF7_f02_s49_PWM.qsub.sh.o945682, 02:39:17, 398882.85225, 33.38822, 101.325G, 112.466G, 1, 9868, 21211173
HEPG2_f04_s24_PWM.qsub.sh.o945648, 02:29:51, 422495.86996, 35.77959, 109.022G, 122.129G, 1, 9338, 23730284
SKNSH_f06_s26_PWM.qsub.sh.o1751278, 02:08:44, 314235.81241, 30.96104, 101.090G, 107.908G, 1, 7856, 19786526
GM12878_f06_s35_PWM.qsub.sh.o945634, 02:33:56, 386490.23261, 33.76642, 97.300G, 101.422G, 1, 9574, 22324645
K562_f005_s96_PWM.qsub.sh.o1004871, 03:18:01, 796365.41088, 44.35610, 3.547M, 177.332G, 1, 12042, 29451577
MCF7_f06_s37_PWM.qsub.sh.o945688, 01:51:07, 238033.93529, 27.53027, 79.823G, 89.211G, 1, 6911, 17429135
HEPG2_f005_s76_PWM.qsub.sh.o945640, 03:05:37, 578583.23682, 41.06360, 126.366G, 147.169G, 1, 11467, 27771025
K562_f025_s2_PWM.qsub.sh.o1694532, 03:24:07, 656295.01735, 42.87230, 126.833G, 134.985G, 1, 12451, 28123083
MCF7_f02_s59_PWM.qsub.sh.o1004886, 02:43:19, 426763.78515, 33.37745, 95.293G, 110.787G, 1, 9957, 21213101
GM12878_f035_s83_PWM.qsub.sh.o1694549, 03:03:50, 722278.70839, 43.19000, 173.127G, 173.127G, 1, 11234, 29237298
HEPG2_f025_s9_PWM.qsub.sh.o1694531, 03:03:19, 557011.57817, 38.99638, 3.688M, 138.024G, 1, 11164, 25853600
MCF7_f04_s33_PWM.qsub.sh.o945685, 02:01:14, 282040.18634, 32.12780, 92.071G, 96.700G, 1, 7423, 20369436
GM12878_f04_s52_PWM.qsub.sh.o945632, 02:47:25, 503432.99983, 39.96850, 716.000K, 142.753G, 1, 10346, 26444620
SKNSH_f025_s74_PWM.qsub.sh.o1694540, 03:13:27, 580859.41151, 39.85400, 124.938G, 143.924G, 1, 11815, 26222058
SKNSH_f035_s44_PWM.qsub.sh.o1694560, 03:02:57, 552670.91227, 38.68404, 912.000K, 136.652G, 1, 11147, 25290928
GM12878_f005_s91_PWM.qsub.sh.o945623, 03:49:52, 1000582.21551, 52.99525, 168.280G, 171.912G, 1, 14184, 35776399
HEPG2_f035_s1_PWM.qsub.sh.o1694552, 02:42:28, 445424.19792, 37.63077, 101.964G, 119.813G, 1, 9953, 25005227
K562_f02_s33_PWM.qsub.sh.o945663, 03:06:21, 601092.47963, 41.41381, 129.211G, 148.795G, 1, 11435, 27178600
K562_f02_s83_PWM.qsub.sh.o945665, 03:23:58, 665488.71468, 41.51850, 126.414G, 131.152G, 1, 12605, 27216812
SKNSH_f035_s84_PWM.qsub.sh.o1694561, 03:03:37, 603110.26243, 38.51879, 116.813G, 152.326G, 1, 11223, 25305167
HEPG2_f02_s7_PWM.qsub.sh.o1004861, 02:09:47, 374269.26098, 38.08948, 131.724G, 135.599G, 1, 8043, 24960648
SKNSH_f035_s99_PWM.qsub.sh.o1694562, 02:53:05, 613972.38602, 38.66708, 908.000K, 159.033G, 1, 10546, 25288907
HEPG2_f06_s42_PWM.qsub.sh.o945651, 02:17:41, 319294.22695, 30.36903, 87.234G, 95.434G, 1, 8511, 20019967
SKNSH_f01_s29_PWM.qsub.sh.o945698, 02:54:37, 659799.96647, 41.86056, 159.693G, 169.982G, 1, 10831, 27171583
MCF7_f025_s89_PWM.qsub.sh.o1694536, 01:53:22, 270763.64432, 33.77199, 94.401G, 100.695G, 1, 6991, 21864212
MCF7_f005_s39_PWM.qsub.sh.o945676, 02:28:36, 375064.66514, 33.97475, 94.774G, 102.129G, 1, 9101, 22186922
HEPG2_f06_s67_PWM.qsub.sh.o945652, 02:02:13, 303437.35965, 30.37682, 104.380G, 106.891G, 1, 7572, 20033654
K562_f01_s33_PWM.qsub.sh.o945660, 03:08:37, 722696.97027, 43.40625, 3.602M, 178.459G, 1, 11626, 28367674
GM12878_f02_s42_PWM.qsub.sh.o945627, 03:14:57, 615122.48761, 44.12800, 135.223G, 135.233G, 1, 12175, 29338182
K562_f08_s66_PWM.qsub.sh.o945674, 02:00:26, 253673.02355, 31.17724, 96.761G, 96.772G, 1, 7494, 20224319
K562_f08_s27_PWM.qsub.sh.o945673, 02:18:26, 343127.06384, 31.10720, 106.034G, 107.086G, 1, 8461, 20240302
MCF7_f06_s34_PWM.qsub.sh.o945687, 01:50:54, 257160.69048, 27.68581, 3.672M, 98.969G, 1, 6761, 17445058
MCF7_f035_s26_PWM.qsub.sh.o1751177, 03:21:23, 512973.12324, 33.37310, 98.750G, 123.674G, 1, 12249, 21556732
SKNSH_f06_s9_PWM.qsub.sh.o1751279, 02:01:37, 294678.48891, 31.05230, 104.237G, 104.666G, 1, 7437, 19496375
SKNSH_f04_s92_PWM.qsub.sh.o945704, 02:06:49, 379127.42740, 36.98776, 119.912G, 138.478G, 1, 7816, 23778218
HEPG2_f025_s76_PWM.qsub.sh.o1694529, 03:07:19, 635278.81830, 38.83394, 146.087G, 152.667G, 1, 11444, 26286015
K562_f02_s53_PWM.qsub.sh.o945664, 03:04:36, 681178.22490, 41.58436, 1.348M, 164.404G, 1, 11297, 27233127
HEPG2_f02_s88_PWM.qsub.sh.o945647, 02:17:25, 339466.67569, 38.25787, 117.054G, 117.054G, 1, 8536, 25359768
HEPG2_f08_s64_PWM.qsub.sh.o945655, 01:57:46, 228258.02368, 26.11829, 75.988G, 84.937G, 1, 7300, 17251472
SKNSH_f04_s61_PWM.qsub.sh.o945703, 02:29:50, 446090.96075, 37.02153, 120.339G, 131.391G, 1, 9268, 23787874
GM12878_f08_s86_PWM.qsub.sh.o945638, 02:17:54, 332810.99911, 30.31697, 100.751G, 102.236G, 1, 8631, 20020389
MCF7_f025_s28_PWM.qsub.sh.o1694535, 02:28:29, 393439.82879, 33.82798, 97.578G, 112.152G, 1, 9072, 21875728
HEPG2_f08_s77_PWM.qsub.sh.o945656, 02:00:40, 246154.56007, 26.29234, 75.940G, 84.882G, 1, 7420, 17221840
HEPG2_f04_s68_PWM.qsub.sh.o945650, 02:37:01, 429478.93088, 35.84718, 98.263G, 105.540G, 1, 9775, 23750183
HEPG2_f005_s95_PWM.qsub.sh.o945641, 03:15:57, 585157.82023, 41.15244, 1.598M, 128.903G, 1, 12198, 27790114
HEPG2_f02_s75_PWM.qsub.sh.o945645, 02:10:48, 337831.37856, 38.21944, 112.171G, 112.171G, 1, 8182, 25352055
K562_f035_s18_PWM.qsub.sh.o1694554, 03:26:28, 716187.96387, 43.07455, 166.553G, 166.554G, 1, 12585, 28723513
